iter	Logloss
184	0.4472330156
185	0.4467054453
186	0.4457919727
187	0.4448948639
188	0.4442513771
189	0.4436828289
190	0.4433256404
191	0.4429723342
192	0.442414735
193	0.4421696915
194	0.4413610649
195	0.4404264959
196	0.4397585212
197	0.4389885962
198	0.4383831785
199	0.4375128665
200	0.4369495657
201	0.4361976205
202	0.4356531514
203	0.4352681091
204	0.4350435853
205	0.4344410308
206	0.4337462571
207	0.4328912874
208	0.4326045917
209	0.4321108643
210	0.4315142307
211	0.4310878788
212	0.4305182331
213	0.4303074808
214	0.4296262321
215	0.4289897905
216	0.4285681043
217	0.4277984091
218	0.4273337972
219	0.4267659464
220	0.4262123414
221	0.425224243
222	0.4246357583
223	0.4237342734
224	0.4233319326
225	0.4229871298
226	0.4226957032
227	0.4222588591
228	0.4215741976
229	0.4212925173
230	0.4210208416
231	0.4207686303
232	0.4201138825
233	0.4192031662
234	0.41856519
235	0.4179674383
236	0.4174718355
237	0.4168805337
238	0.416437101
239	0.4158488337
240	0.4152931903
241	0.4147735294
242	0.4142459668
243	0.4136957242
244	0.4131396954
245	0.4127711914
246	0.4123570932
247	0.4119323247
248	0.4113182897
249	0.4108613243
250	0.4105080335
251	0.4097844421
252	0.4097007234
253	0.4090799511
254	0.4087670681
255	0.4083452716
256	0.4080262508
257	0.4073278851
258	0.4066765194
259	0.4062005865
260	0.4054514954
261	0.4051288404
262	0.4045952097
263	0.4040770645
264	0.4034677991
265	0.403152217
266	0.4025729778
267	0.4022050331
268	0.4018518025
269	0.4014897568
270	0.4010208955
271	0.4004993364
272	0.3999781343
273	0.399550573
274	0.3990076747
275	0.3986440658
276	0.39824937
277	0.3981256831
278	0.3976936799
279	0.3970694506
280	0.3969777568
281	0.3963642791
282	0.3956813596
283	0.3953558461
284	0.3948347553
285	0.3944928189
286	0.3937599959
287	0.3932441526
288	0.3924750026
289	0.3920501645
290	0.3914900314
291	0.3909998541
292	0.3905419662
293	0.3899014923
294	0.3895673742
295	0.3892502254
296	0.3888866243
297	0.3883568728
298	0.3881023587
299	0.3874746882
300	0.3872207633
301	0.3866495587
302	0.3862854664
303	0.3859126137
304	0.3856823058
305	0.3852856259
306	0.3849715369
307	0.384597114
308	0.3841113063
309	0.3837584271
310	0.3834572549
311	0.3831554518
312	0.3827649221
313	0.3822446591
314	0.3819401916
315	0.3814162194
316	0.3810257067
317	0.3806830995
318	0.3804386461
319	0.3802067215
320	0.3797112188
321	0.3793998271
322	0.3789877551
323	0.3788487668
324	0.3783090124
325	0.3780338915
326	0.3779742583
327	0.3776652759
328	0.3774250821
329	0.376957173
330	0.3763247118
331	0.376027605
332	0.3757022811
333	0.3753123995
334	0.3750006981
335	0.374533093
336	0.3741743744
337	0.3740250853
338	0.3736425857
339	0.3735018023
340	0.3731877307
341	0.3727545365
342	0.3724776838
343	0.3722445731
344	0.3719494513
345	0.3716268924
346	0.3712061522
347	0.370984485
348	0.370530115
349	0.370298418
350	0.3699409944
351	0.3695787804
352	0.369238328
353	0.3689819795
354	0.3687831435
355	0.3685916547
356	0.3683545771
357	0.3679952886
358	0.3676467825
359	0.3673655665
360	0.3671467481
361	0.3670574148
362	0.3667213429
363	0.3662736499
364	0.3659326244
365	0.3655566011
366	0.3653358301
367	0.3650679731
368	0.3648020919
369	0.3644934219
370	0.3641914849
371	0.3641059088
372	0.3640758116
373	0.3638976781
374	0.3636780107
375	0.3632597679
376	0.3629972797
377	0.3627279263
378	0.362294818
379	0.3619875766
380	0.3617674049
381	0.3614405455
382	0.3611919433
383	0.3606692507
384	0.360303313
385	0.3598783821
386	0.3595506089
387	0.359163117
388	0.359023382
389	0.3584744639
390	0.3581068977
391	0.357774785
392	0.3576853226
393	0.3575458623
394	0.3572342783
395	0.3569169574
396	0.3564853872
397	0.3563032413
398	0.3562186697
399	0.3557909355
400	0.3554209205
401	0.3551519246
402	0.3549752784
403	0.3547588057
404	0.3545062329
405	0.3542776329
406	0.3540014977
407	0.3537748983
408	0.3535602098
409	0.3533640333
410	0.3529615067
411	0.3525812772
412	0.3521934571
413	0.3517729839
414	0.3515994101
415	0.3514980728
416	0.3508794331
417	0.3505292209
418	0.3502089116
419	0.3499340586
420	0.3497654374
421	0.3496273362
422	0.3492062187
423	0.3486985119
424	0.348552676
425	0.3485251979
426	0.3481904939
427	0.3479879672
428	0.3477298224
429	0.3475686433
430	0.3474662704
431	0.3471802681
432	0.3469951276
433	0.346799094
434	0.3464444475
435	0.3462766139
436	0.3459286686
437	0.345485865
438	0.3452756325
439	0.3450867707
440	0.3447523976
441	0.3445360624
442	0.3442941241
443	0.3438654314
444	0.3436393731
445	0.3435020154
446	0.3433108807
447	0.3427210156
448	0.3424107143
449	0.3420751542
450	0.3417143186
451	0.3414003642
452	0.3410148072
453	0.340710812
454	0.3404962447
455	0.340428617
456	0.3400163812
457	0.3397996234
458	0.3397669887
459	0.3394670516
460	0.3393749405
461	0.339177787
462	0.3389900467
463	0.3387821433
464	0.3385147293
465	0.3381926069
466	0.3377829219
467	0.337597946
468	0.3374573155
469	0.3372367108
470	0.3368662532
471	0.3365698772
472	0.3361644865
473	0.3359181001
474	0.3356507252
475	0.3354033757
476	0.3351542704
477	0.3349745612
478	0.3347386935
479	0.3344253305
480	0.3343711505
481	0.3341902096
482	0.3338139366
483	0.3335663388
484	0.3334868297
485	0.3332189097
486	0.3327724794
487	0.3325456042
488	0.3323840954
489	0.3323047688
490	0.3320837346
491	0.3319404021
492	0.3317911989
493	0.3316739608
494	0.3315124708
495	0.3312880631
496	0.3310057682
497	0.3306508165
498	0.3302524818
499	0.3300606738
500	0.3297837637
501	0.3295502947
502	0.3294673427
503	0.329342694
504	0.3292524517
505	0.3291074749
506	0.328867837
507	0.3284391304
508	0.3281563079
509	0.3278926697
510	0.3275905215
511	0.3273527502
512	0.3269655668
513	0.3266765232
514	0.3264716649
515	0.3264298218
516	0.3261313444
517	0.3259733031
518	0.3257697268
519	0.3257071283
520	0.3254116178
521	0.3252933586
522	0.3250699476
523	0.3247300991
524	0.324629603
525	0.3243967422
526	0.3242119386
527	0.3238432057
528	0.3237185898
529	0.3236278849
530	0.3234618639
531	0.3232462606
532	0.32300663
533	0.3228785572
534	0.3227049445
535	0.3224712031
536	0.322175882
537	0.3221638666
538	0.3219270402
539	0.3216759276
540	0.3213151005
541	0.3209519039
542	0.3207150421
543	0.3204186436
544	0.3203108594
545	0.3201790533
546	0.3199327572
547	0.3196613347
548	0.3193860178
549	0.3189709653
550	0.3187839819
551	0.3185668856
552	0.3185349431
553	0.3182512074
554	0.3180800601
555	0.3178956656
556	0.3177646626
557	0.3172765279
558	0.3169087653
559	0.3166924883
560	0.3164180134
561	0.31614604
562	0.3159019664
563	0.3156339679
564	0.3153264954
565	0.315148258
566	0.3150154497
567	0.3146835907
568	0.3143381155
569	0.3140663758
570	0.3138302656
571	0.313484009
572	0.3133706638
573	0.3132397931
574	0.3131388308
575	0.3128768507
576	0.3126816172
577	0.3126044437
578	0.3123658015
579	0.3120966269
580	0.3119168319
581	0.3116512411
582	0.3114840659
583	0.3112612509
584	0.3110447664
585	0.3109281439
586	0.3107875329
587	0.3106368976
588	0.3105717564
589	0.3102321666
590	0.3100025505
591	0.30989776
592	0.3094965095
593	0.3092686726
594	0.3091859173
595	0.3088549671
596	0.3083971312
597	0.3083441638
598	0.3080961193
599	0.3079136047
600	0.3076553032
601	0.3073580797
602	0.3072335326
603	0.3070400732
604	0.3067887966
605	0.3063488293
606	0.3060461203
607	0.3058883114
608	0.3056716341
609	0.3053725146
610	0.3050232381
611	0.3049523712
612	0.3048228893
613	0.3046756878
614	0.3044537494
615	0.3042009134
616	0.3040423201
617	0.3036776096
618	0.3036388403
619	0.3035582144
620	0.3031093305
621	0.3029946069
622	0.3029267792
623	0.3027058727
624	0.3024462326
625	0.3023218249
626	0.3019671932
627	0.3016532664
628	0.3015893235
629	0.3012926645
630	0.3009290368
631	0.3007476129
632	0.3005122016
633	0.3003975077
634	0.3001085667
635	0.2999149707
636	0.2997145191
637	0.2994492947
638	0.2992659447
639	0.2991316528
640	0.298736677
641	0.2985430587
642	0.2983942661
643	0.2983695594
644	0.2982243746
645	0.2981175458
646	0.2977969671
647	0.2977878973
648	0.2976668575
649	0.2973983782
650	0.2971546952
651	0.2970295017
652	0.2968948598
653	0.2967945408
654	0.2964541574
655	0.2962149115
656	0.2959458402
657	0.2955677799
658	0.2954432879
659	0.2953318001
660	0.2951639364
661	0.2950398488
662	0.29502333
663	0.2948769878
664	0.2946655322
665	0.2944920324
666	0.2940102572
667	0.2939684854
668	0.29373589
669	0.2935495106
670	0.2933766444
671	0.2932202175
672	0.2928976824
673	0.2924489543
674	0.2923852026
675	0.2921487923
676	0.2920235762
677	0.2918237113
678	0.2916873163
679	0.2915091182
680	0.2910203978
681	0.2909533376
682	0.2906803196
683	0.2905069269
684	0.290372345
685	0.2903103221
686	0.2900369679
687	0.2898311617
688	0.2895620262
689	0.2894740123
690	0.2894001334
691	0.2890330398
692	0.288895637
693	0.2886936267
694	0.2883485032
695	0.2881014088
696	0.2880159994
697	0.2878519881
698	0.2877376455
699	0.28766923
700	0.2875663052
701	0.2874115769
702	0.2872204009
703	0.2869047543
704	0.2868542243
705	0.2867729337
706	0.2866410641
707	0.2864099015
708	0.2863963573
709	0.2863014527
710	0.2861235173
711	0.2859074322
712	0.2856730823
713	0.2853413955
714	0.2851670611
715	0.285119512
716	0.2849694602
717	0.2847772561
718	0.2847075671
719	0.2845625347
720	0.2843897352
721	0.2841355039
722	0.2841231777
723	0.2840098326
724	0.2837901935
725	0.2834240579
726	0.2831099539
727	0.282933363
728	0.2827473214
729	0.2825609371
730	0.2823765868
731	0.2821608442
732	0.2819424972
733	0.2817005627
734	0.2815166561
735	0.2814934861
736	0.2812993745
737	0.2812384479
738	0.2810567593
739	0.2807490585
740	0.2806891322
741	0.2805951304
742	0.280537869
743	0.2803646125
744	0.2800458852
745	0.2799285579
746	0.2798490693
747	0.2796815282
748	0.2795100378
749	0.2793824571
750	0.2790554995
751	0.2789453479
752	0.27883467
753	0.2786599045
754	0.2784956724
755	0.2782629648
756	0.2781094466
757	0.2778905043
758	0.2777470535
759	0.277634106
760	0.2775389161
761	0.277246262
762	0.2770890775
763	0.2769810887
764	0.2767946533
765	0.2766447809
766	0.2765915279
767	0.2763212733
768	0.2762650288
769	0.276216486
770	0.2760955362
771	0.275951823
772	0.2758672642
773	0.2756704302
774	0.2753327563
775	0.2752502851
776	0.2752164085
777	0.2750887577
778	0.2747544731
779	0.2745593142
780	0.274341442
781	0.2740163125
782	0.2736762654
783	0.2733935313
784	0.2732588605
785	0.2730290861
786	0.2727853838
787	0.2726664452
788	0.272334751
789	0.2721781918
790	0.2719618041
791	0.2718455063
792	0.2714646204
793	0.2711052434
794	0.2710692462
795	0.2709541115
796	0.2707763258
797	0.2706924017
798	0.2706114396
799	0.2705466771
800	0.2702675116
801	0.2701505387
802	0.2700390905
803	0.2699351815
804	0.269696946
805	0.2693473853
806	0.2692518335
807	0.2689447658
808	0.2687840428
809	0.2685615087
810	0.2684825085
811	0.2683242675
812	0.2682274588
813	0.2681460652
814	0.2681341582
815	0.267953212
816	0.2678712567
817	0.2678108459
818	0.2676933642
819	0.2673578788
820	0.267328829
821	0.2670609531
822	0.266927743
823	0.2668728219
824	0.266666629
825	0.2665819308
826	0.2664471568
827	0.2663138369
828	0.2662032831
829	0.2659960926
830	0.2658335784
831	0.2656235505
832	0.2654717772
833	0.2654063677
834	0.2652260627
835	0.2649931652
836	0.2647649192
837	0.2646157804
838	0.2644884964
839	0.2643276387
840	0.2639845873
841	0.2638264051
842	0.2636024414
843	0.2634942225
844	0.2634100414
845	0.2631236708
846	0.2630858975
847	0.2630614549
848	0.2629750623
849	0.2628925054
850	0.2627398893
851	0.2626551937
852	0.2625947848
853	0.2624023864
854	0.2621815703
855	0.2618882278
856	0.2616656692
857	0.2614717915
858	0.2613913598
859	0.2613382544
860	0.2611413822
861	0.2609291749
862	0.2608028056
863	0.2607287705
864	0.260674505
865	0.2606206456
866	0.2605944034
867	0.2604423165
868	0.2603337436
869	0.2600845948
870	0.2599185952
871	0.2597737198
872	0.25962107
873	0.2594213417
874	0.2593494573
875	0.259275474
876	0.2591284823
877	0.2590083211
878	0.2589291695
879	0.2587656739
880	0.2586667387
881	0.2585481307
882	0.2583586474
883	0.258217671
884	0.258148446
885	0.2579754097
886	0.2578558664
887	0.2576512543
888	0.2576038806
889	0.257407569
890	0.2572063918
891	0.2571532004
892	0.2569836179
893	0.2568943877
894	0.2567956001
895	0.2566949179
896	0.2565991486
897	0.2563990761
898	0.2561245763
899	0.2559422227
900	0.2557386785
901	0.2556056811
902	0.2555150323
903	0.2553880575
904	0.2553186837
905	0.2551965885
906	0.2549219957
907	0.2548029206
908	0.2546372752
909	0.2545565714
910	0.2543872651
911	0.2541929101
912	0.2541499751
913	0.2539134432
914	0.2539037459
915	0.2537503456
916	0.2536791737
917	0.2534556825
918	0.253339213
919	0.2532464352
920	0.2532300601
921	0.2530844731
922	0.252983332
923	0.2528280467
924	0.2526946731
925	0.2525891853
926	0.2524443938
927	0.2523219563
928	0.2521963497
929	0.2520941325
930	0.2519095014
931	0.2518052002
932	0.2516568905
933	0.2515670958
934	0.2513859742
935	0.2512644519
936	0.2511996849
937	0.2511622342
938	0.2510076172
939	0.2507838847
940	0.2507128997
941	0.2506206658
942	0.2503827266
943	0.2502794673
944	0.2501797871
945	0.2499855831
946	0.2496850781
947	0.2495353519
948	0.2493076551
949	0.2491643433
950	0.2490803928
951	0.2489354658
952	0.2487416125
953	0.2484780624
954	0.2482732562
955	0.2479657662
956	0.2477904848
957	0.2476564218
958	0.2474142075
959	0.247320477
960	0.2471971967
961	0.2471668904
962	0.2470398019
963	0.2468759096
964	0.2467636219
965	0.2467376913
966	0.2466975007
967	0.2464726468
968	0.2463381101
969	0.246103984
970	0.2459354423
971	0.245877233
972	0.245745479
973	0.2456183881
974	0.2452990428
975	0.245042162
976	0.2449598816
977	0.2448079196
978	0.2445901636
979	0.2445221301
980	0.2444267112
981	0.2443044393
982	0.2442407877
983	0.2441796132
984	0.2439860252
985	0.2438404833
986	0.2437305896
987	0.2435274149
988	0.2434391425
989	0.2433178083
990	0.2431003931
991	0.2428825973
992	0.2426358362
993	0.2424988019
994	0.242314164
995	0.2422212008
996	0.2420778327
997	0.2420663569
998	0.2418753777
999	0.2417017304
